Legacy material type code (from item record)	Folio material type name or ID
Artifact	Artifact
Book	Book
Computer	Computer
Graphic	Graphic
Kit	Kit
Manuscript	Manuscript
Map	Map
Mixed	Mixed
Music	Music
Newspaper	Newspaper
Serial	Serial
Sound	Sound
Videorecording	Videorecording
